index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,geometry,VL
1025,55,169988891,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,5.0,data/images/netta_rufina/original/169988891.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988891.jpg,POINT (666157 211374),262.65
1026,56,169988881,Netta rufina,2019-03-10,3,Luzern Stadt (City of Lucerne),47.0501,8.3093,5.0,data/images/netta_rufina/original/169988881.jpg,435,666157,211374,data/images/netta_rufina/cropped/169988881.jpg,POINT (666157 211374),437.33
1027,57,169984751,Netta rufina,2019-03-10,3,"Hauptstrasse 170, Brienz CH-Bern (46.7546,8.0428)",46.7546,8.0428,3.0,data/images/netta_rufina/original/169984751.jpg,605,646160,178334,data/images/netta_rufina/cropped/169984751.jpg,POINT (646160 178334),449.87
1028,58,169924841,Netta rufina,2019-07-25,7,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/169924841.jpg,407,683712,246341,data/images/netta_rufina/cropped/169924841.jpg,POINT (683712 246341),214.08
1029,59,168903091,Netta rufina,2019-05-18,5,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/netta_rufina/original/168903091.jpg,435,666157,211374,data/images/netta_rufina/cropped/168903091.jpg,POINT (666157 211374),575.55
1030,62,168566071,Netta rufina,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,3.0,data/images/netta_rufina/original/168566071.jpg,407,683086,246766,data/images/netta_rufina/cropped/168566071.jpg,POINT (683086 246766),1901.38
1031,63,168566061,Netta rufina,2019-07-13,7,"Waterfront, Zurich",47.3665,8.5386,3.0,data/images/netta_rufina/original/168566061.jpg,407,683086,246766,data/images/netta_rufina/cropped/168566061.jpg,POINT (683086 246766),1189.79
1032,64,168542311,Netta rufina,2014-04-29,4,La Neuveville,47.0615,7.0936,0.0,data/images/netta_rufina/original/168542311.jpg,430,573788,212333,data/images/netta_rufina/cropped/168542311.jpg,POINT (573788 212333),451.49
1033,65,168541821,Netta rufina,2014-04-29,4,Ipsach--Erlenwäldli,47.1226,7.229,0.0,data/images/netta_rufina/original/168541821.jpg,429,584093,219090,data/images/netta_rufina/cropped/168541821.jpg,POINT (584093 219090),260.54
1034,67,166891601,Netta rufina,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/netta_rufina/original/166891601.jpg,434,667922,203856,data/images/netta_rufina/cropped/166891601.jpg,POINT (667922 203856),717.94
1035,68,166891571,Netta rufina,2019-06-28,6,Lake Lucerne,46.9823,8.3314,0.0,data/images/netta_rufina/original/166891571.jpg,434,667922,203856,data/images/netta_rufina/cropped/166891571.jpg,POINT (667922 203856),1027.33
1036,69,166553471,Netta rufina,2019-07-01,7,Jardin Anglais,46.2042,6.152,0.0,data/images/netta_rufina/original/166553471.jpg,373,500695,117788,data/images/netta_rufina/cropped/166553471.jpg,POINT (500695 117788),2543.14
1037,70,166461851,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461851.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461851.jpg,POINT (559436 142343),281.14
1038,71,166461841,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461841.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461841.jpg,POINT (559436 142343),170.0
1039,72,166461791,Netta rufina,2019-05-26,5,Ville de Montreux,46.4312,6.9109,0.0,data/images/netta_rufina/original/166461791.jpg,379,559436,142343,data/images/netta_rufina/cropped/166461791.jpg,POINT (559436 142343),327.98
1040,73,166404531,Netta rufina,2013-05-28,5,Schadau,46.7458,7.6374,0.0,data/images/netta_rufina/original/166404531.jpg,558,615189,177198,data/images/netta_rufina/cropped/166404531.jpg,POINT (615189 177198),1020.26
1041,74,166383741,Netta rufina,2013-05-19,5,Spiez Bucht,46.6877,7.6883,0.0,data/images/netta_rufina/original/166383741.jpg,558,619099,170750,data/images/netta_rufina/cropped/166383741.jpg,POINT (619099 170750),2131.56
1042,75,166374121,Netta rufina,2013-05-16,5,Zürich Quaibrücke,47.3675,8.543,0.0,data/images/netta_rufina/original/166374121.jpg,406,683417,246882,data/images/netta_rufina/cropped/166374121.jpg,POINT (683417 246882),431.24
1043,76,166374091,Netta rufina,2013-05-16,5,Zürich Quaibrücke,47.3675,8.543,0.0,data/images/netta_rufina/original/166374091.jpg,406,683417,246882,data/images/netta_rufina/cropped/166374091.jpg,POINT (683417 246882),376.78
1044,77,165594721,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594721.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594721.jpg,POINT (683712 246341),1241.03
1045,78,165594711,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594711.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594711.jpg,POINT (683712 246341),588.19
1046,79,165594701,Netta rufina,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/netta_rufina/original/165594701.jpg,407,683712,246341,data/images/netta_rufina/cropped/165594701.jpg,POINT (683712 246341),423.25
1047,81,164306001,Netta rufina,2019-06-10,6,Grindelwald,46.6242,8.0417,0.0,data/images/netta_rufina/original/164306001.jpg,1048,646188,163838,data/images/netta_rufina/cropped/164306001.jpg,POINT (646188 163838),1989.03
1048,82,164305991,Netta rufina,2019-06-10,6,Grindelwald,46.6242,8.0417,0.0,data/images/netta_rufina/original/164305991.jpg,1048,646188,163838,data/images/netta_rufina/cropped/164305991.jpg,POINT (646188 163838),1029.83
1049,83,163885661,Netta rufina,2019-06-11,6,"CH-Zürich-Bahnhofbrücke 1 (47.3767,8.5426)",47.3767,8.5426,0.0,data/images/netta_rufina/original/163885661.jpg,409,683372,247904,data/images/netta_rufina/cropped/163885661.jpg,POINT (683372 247904),5098.51
1050,84,163885651,Netta rufina,2019-06-11,6,"CH-Zürich-Bahnhofbrücke 1 (47.3767,8.5426)",47.3767,8.5426,0.0,data/images/netta_rufina/original/163885651.jpg,409,683372,247904,data/images/netta_rufina/cropped/163885651.jpg,POINT (683372 247904),1412.67
1051,85,161018741,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018741.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018741.jpg,POINT (615189 177198),380.19
1052,86,161018681,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018681.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018681.jpg,POINT (615189 177198),645.42
1053,87,161018621,Netta rufina,2019-05-21,5,Schadau,46.7458,7.6374,5.0,data/images/netta_rufina/original/161018621.jpg,558,615189,177198,data/images/netta_rufina/cropped/161018621.jpg,POINT (615189 177198),1019.05
1054,88,160286631,Netta rufina,2019-05-22,5,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/160286631.jpg,372,500907,118451,data/images/netta_rufina/cropped/160286631.jpg,POINT (500907 118451),251.67
1055,89,159805761,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159805761.jpg,261,620719,265311,data/images/netta_rufina/cropped/159805761.jpg,POINT (620719 265311),865.53
1056,90,159804991,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804991.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804991.jpg,POINT (620719 265311),413.57
1057,91,159804941,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804941.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804941.jpg,POINT (620719 265311),822.73
1058,92,159804831,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804831.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804831.jpg,POINT (620719 265311),858.03
1059,93,159804811,Netta rufina,2019-05-20,5,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/netta_rufina/original/159804811.jpg,261,620719,265311,data/images/netta_rufina/cropped/159804811.jpg,POINT (620719 265311),336.85
1060,94,155725841,Netta rufina,2019-04-21,4,Île de Préverenges,46.5074,6.5355,5.0,data/images/netta_rufina/original/155725841.jpg,372,530681,151077,data/images/netta_rufina/cropped/155725841.jpg,POINT (530681 151077),476.93
1061,95,155093561,Netta rufina,2019-04-17,4,"Chollermüli, Zug",47.1778,8.4872,5.0,data/images/netta_rufina/original/155093561.jpg,415,679484,225735,data/images/netta_rufina/cropped/155093561.jpg,POINT (679484 225735),341.71
1062,96,154353831,Netta rufina,2019-04-28,4,Île de Préverenges,46.5074,6.5355,4.0,data/images/netta_rufina/original/154353831.jpg,372,530681,151077,data/images/netta_rufina/cropped/154353831.jpg,POINT (530681 151077),254.16
1063,97,152500441,Netta rufina,2019-03-28,3,Île de Préverenges,46.5074,6.5355,5.0,data/images/netta_rufina/original/152500441.jpg,372,530681,151077,data/images/netta_rufina/cropped/152500441.jpg,POINT (530681 151077),836.59
1064,98,150711461,Netta rufina,2019-04-12,4,Port Choiseul,46.2879,6.1719,5.0,data/images/netta_rufina/original/150711461.jpg,372,502381,127066,data/images/netta_rufina/cropped/150711461.jpg,POINT (502381 127066),232.71
1065,99,150711451,Netta rufina,2019-04-12,4,Port Choiseul,46.2879,6.1719,5.0,data/images/netta_rufina/original/150711451.jpg,372,502381,127066,data/images/netta_rufina/cropped/150711451.jpg,POINT (502381 127066),147.44
1066,100,149933441,Netta rufina,2019-04-07,4,Zurich public pier,47.3662,8.5422,0.0,data/images/netta_rufina/original/149933441.jpg,406,683359,246737,data/images/netta_rufina/cropped/149933441.jpg,POINT (683359 246737),354.02
1067,101,149721581,Netta rufina,2013-03-10,3,urich,47.3704,8.5433,0.0,data/images/netta_rufina/original/149721581.jpg,408,683435,247205,data/images/netta_rufina/cropped/149721581.jpg,POINT (683435 247205),479.59
1068,102,149354381,Netta rufina,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/149354381.jpg,372,537725,150811,data/images/netta_rufina/cropped/149354381.jpg,POINT (537725 150811),804.1
1069,103,149354271,Netta rufina,2015-04-02,4,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/149354271.jpg,372,537725,150811,data/images/netta_rufina/cropped/149354271.jpg,POINT (537725 150811),498.25
1070,104,149157291,Netta rufina,2019-03-23,3,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/149157291.jpg,408,683281,247925,data/images/netta_rufina/cropped/149157291.jpg,POINT (683281 247925),277.41
1071,105,148478501,Netta rufina,2019-04-01,4,Île de Préverenges,46.5074,6.5355,0.0,data/images/netta_rufina/original/148478501.jpg,372,530681,151077,data/images/netta_rufina/cropped/148478501.jpg,POINT (530681 151077),703.88
1072,108,148047771,Netta rufina,2019-03-29,3,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/148047771.jpg,318,659782,270592,data/images/netta_rufina/cropped/148047771.jpg,POINT (659782 270592),469.09
1073,109,148047741,Netta rufina,2019-03-29,3,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/148047741.jpg,318,659782,270592,data/images/netta_rufina/cropped/148047741.jpg,POINT (659782 270592),617.59
1074,110,147931431,Netta rufina,2019-03-29,3,Zug Stadt,47.1674,8.5137,4.0,data/images/netta_rufina/original/147931431.jpg,416,681509,224606,data/images/netta_rufina/cropped/147931431.jpg,POINT (681509 224606),1958.24
1075,111,147570461,Netta rufina,2019-03-17,3,Vogelinsel alte Lorzemündung,47.1761,8.4813,3.0,data/images/netta_rufina/original/147570461.jpg,413,679039,225540,data/images/netta_rufina/cropped/147570461.jpg,POINT (679039 225540),2184.42
1076,112,144459641,Netta rufina,2019-03-09,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/144459641.jpg,408,683281,247925,data/images/netta_rufina/cropped/144459641.jpg,POINT (683281 247925),402.55
1077,113,144007341,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,4.0,data/images/netta_rufina/original/144007341.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007341.jpg,POINT (682920 247275),708.23
1078,114,144007331,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,4.5,data/images/netta_rufina/original/144007331.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007331.jpg,POINT (682920 247275),561.36
1079,115,144007321,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007321.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007321.jpg,POINT (682920 247275),1021.28
1080,116,144007311,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007311.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007311.jpg,POINT (682920 247275),505.66
1081,117,144007291,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007291.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007291.jpg,POINT (682920 247275),858.27
1082,118,143847311,Netta rufina,2019-02-24,2,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/netta_rufina/original/143847311.jpg,372,501107,117992,data/images/netta_rufina/cropped/143847311.jpg,POINT (501107 117992),259.43
1083,119,143808031,Netta rufina,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/netta_rufina/original/143808031.jpg,372,500366,117982,data/images/netta_rufina/cropped/143808031.jpg,POINT (500366 117982),2902.86
1084,120,143807971,Netta rufina,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/netta_rufina/original/143807971.jpg,372,500366,117982,data/images/netta_rufina/cropped/143807971.jpg,POINT (500366 117982),2668.49
1085,121,143512901,Netta rufina,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/143512901.jpg,372,537725,150811,data/images/netta_rufina/cropped/143512901.jpg,POINT (537725 150811),1094.23
1086,122,143511831,Netta rufina,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/143511831.jpg,372,537725,150811,data/images/netta_rufina/cropped/143511831.jpg,POINT (537725 150811),2072.81
1087,124,143178631,Netta rufina,2019-02-28,2,Brüglingen Botanischen Gartens,47.5362,7.6138,5.0,data/images/netta_rufina/original/143178631.jpg,265,613190,265067,data/images/netta_rufina/cropped/143178631.jpg,POINT (613190 265067),546.21
1088,125,143178541,Netta rufina,2019-02-28,2,Brüglingen Botanischen Gartens,47.5362,7.6138,5.0,data/images/netta_rufina/original/143178541.jpg,265,613190,265067,data/images/netta_rufina/cropped/143178541.jpg,POINT (613190 265067),341.35
1089,126,138655201,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655201.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655201.jpg,POINT (561719 204483),505.71
1090,127,138655101,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655101.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655101.jpg,POINT (561719 204483),480.57
1091,128,138576611,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576611.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576611.jpg,POINT (554223 189194),102.88
1092,129,138576601,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576601.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576601.jpg,POINT (554223 189194),149.78
1093,130,138440971,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138440971.jpg,429,554223,189194,data/images/netta_rufina/cropped/138440971.jpg,POINT (554223 189194),857.24
1094,131,136721871,Netta rufina,1998-12-26,12,Hünegg Parking Area,46.7378,7.6538,4.0,data/images/netta_rufina/original/136721871.jpg,558,616445,176312,data/images/netta_rufina/cropped/136721871.jpg,POINT (616445 176312),1057.69
1095,133,131304511,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,4.0,data/images/netta_rufina/original/131304511.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304511.jpg,POINT (675559 209429),154.93
1096,134,131304471,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,3.0,data/images/netta_rufina/original/131304471.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304471.jpg,POINT (675559 209429),182.31
1097,135,130087191,Netta rufina,2015-05-21,5,Zürisee - North End,47.3632,8.541,3.0,data/images/netta_rufina/original/130087191.jpg,406,683273,246402,data/images/netta_rufina/cropped/130087191.jpg,POINT (683273 246402),119.52
1098,136,127044741,Netta rufina,2014-05-10,5,Jona Stampf,47.2148,8.8441,3.0,data/images/netta_rufina/original/127044741.jpg,406,706462,230271,data/images/netta_rufina/cropped/127044741.jpg,POINT (706462 230271),2491.53
1099,137,127043641,Netta rufina,2014-05-04,5,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127043641.jpg,383,672775,252868,data/images/netta_rufina/cropped/127043641.jpg,POINT (672775 252868),1064.77
1100,138,127043121,Netta rufina,2014-05-01,5,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/127043121.jpg,318,659782,270592,data/images/netta_rufina/cropped/127043121.jpg,POINT (659782 270592),2577.68
1101,139,127042681,Netta rufina,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127042681.jpg,383,672775,252868,data/images/netta_rufina/cropped/127042681.jpg,POINT (672775 252868),453.4
1102,140,126609251,Netta rufina,2018-11-28,11,Luzern--Ufschötti,47.0463,8.3212,4.0,data/images/netta_rufina/original/126609251.jpg,434,667066,210962,data/images/netta_rufina/cropped/126609251.jpg,POINT (667066 210962),143.96
1103,141,125530581,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.0,data/images/netta_rufina/original/125530581.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530581.jpg,POINT (754797 260774),656.18
1104,142,125530571,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/125530571.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530571.jpg,POINT (754797 260774),290.63
1105,143,125526311,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/netta_rufina/original/125526311.jpg,396,731552,279384,data/images/netta_rufina/cropped/125526311.jpg,POINT (731552 279384),1229.78
