index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
1073,109,148047741,Netta rufina,2019-03-29,3,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/148047741.jpg,318,659782,270592,data/images/netta_rufina/cropped/148047741.jpg,934.44
1074,110,147931431,Netta rufina,2019-03-29,3,Zug Stadt,47.1674,8.5137,4.0,data/images/netta_rufina/original/147931431.jpg,416,681509,224606,data/images/netta_rufina/cropped/147931431.jpg,3148.38
1075,111,147570461,Netta rufina,2019-03-17,3,Vogelinsel alte Lorzemündung,47.1761,8.4813,3.0,data/images/netta_rufina/original/147570461.jpg,413,679039,225540,data/images/netta_rufina/cropped/147570461.jpg,3343.93
1076,112,144459641,Netta rufina,2019-03-09,3,Zürich Stadt (City of Zurich),47.3769,8.5414,4.0,data/images/netta_rufina/original/144459641.jpg,408,683281,247925,data/images/netta_rufina/cropped/144459641.jpg,809.88
1077,113,144007341,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,4.0,data/images/netta_rufina/original/144007341.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007341.jpg,1307.2
1078,114,144007331,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,4.5,data/images/netta_rufina/original/144007331.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007331.jpg,1009.4
1079,115,144007321,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007321.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007321.jpg,1821.27
1080,116,144007311,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007311.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007311.jpg,983.55
1081,117,144007291,Netta rufina,2015-07-12,7,Zürich,47.3711,8.5365,5.0,data/images/netta_rufina/original/144007291.jpg,408,682920,247275,data/images/netta_rufina/cropped/144007291.jpg,1545.24
1082,118,143847311,Netta rufina,2019-02-24,2,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/netta_rufina/original/143847311.jpg,372,501107,117992,data/images/netta_rufina/cropped/143847311.jpg,445.78
1083,119,143808031,Netta rufina,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/netta_rufina/original/143808031.jpg,372,500366,117982,data/images/netta_rufina/cropped/143808031.jpg,4770.4
1084,120,143807971,Netta rufina,2019-02-24,2,Île Rousseau,46.2059,6.1477,0.0,data/images/netta_rufina/original/143807971.jpg,372,500366,117982,data/images/netta_rufina/cropped/143807971.jpg,4431.02
1085,121,143512901,Netta rufina,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/143512901.jpg,372,537725,150811,data/images/netta_rufina/cropped/143512901.jpg,1827.63
1086,122,143511831,Netta rufina,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/netta_rufina/original/143511831.jpg,372,537725,150811,data/images/netta_rufina/cropped/143511831.jpg,3191.31
1087,124,143178631,Netta rufina,2019-02-28,2,Brüglingen Botanischen Gartens,47.5362,7.6138,5.0,data/images/netta_rufina/original/143178631.jpg,265,613190,265067,data/images/netta_rufina/cropped/143178631.jpg,911.43
1088,125,143178541,Netta rufina,2019-02-28,2,Brüglingen Botanischen Gartens,47.5362,7.6138,5.0,data/images/netta_rufina/original/143178541.jpg,265,613190,265067,data/images/netta_rufina/cropped/143178541.jpg,567.01
1089,126,138655201,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655201.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655201.jpg,960.17
1090,127,138655101,Netta rufina,2019-01-18,1,Port de Neuchâtel,46.9903,6.9354,4.0,data/images/netta_rufina/original/138655101.jpg,429,561719,204483,data/images/netta_rufina/cropped/138655101.jpg,904.25
1091,128,138576611,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576611.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576611.jpg,188.0
1092,129,138576601,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138576601.jpg,429,554223,189194,data/images/netta_rufina/cropped/138576601.jpg,284.95
1093,130,138440971,Netta rufina,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/netta_rufina/original/138440971.jpg,429,554223,189194,data/images/netta_rufina/cropped/138440971.jpg,1494.49
1094,131,136721871,Netta rufina,1998-12-26,12,Hünegg Parking Area,46.7378,7.6538,4.0,data/images/netta_rufina/original/136721871.jpg,558,616445,176312,data/images/netta_rufina/cropped/136721871.jpg,2124.99
1095,133,131304511,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,4.0,data/images/netta_rufina/original/131304511.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304511.jpg,294.13
1096,134,131304471,Netta rufina,2016-05-29,5,Weggis,47.0316,8.4327,3.0,data/images/netta_rufina/original/131304471.jpg,434,675559,209429,data/images/netta_rufina/cropped/131304471.jpg,319.47
1097,135,130087191,Netta rufina,2015-05-21,5,Zürisee - North End,47.3632,8.541,3.0,data/images/netta_rufina/original/130087191.jpg,406,683273,246402,data/images/netta_rufina/cropped/130087191.jpg,250.05
1098,136,127044741,Netta rufina,2014-05-10,5,Jona Stampf,47.2148,8.8441,3.0,data/images/netta_rufina/original/127044741.jpg,406,706462,230271,data/images/netta_rufina/cropped/127044741.jpg,4464.08
1099,137,127043641,Netta rufina,2014-05-04,5,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127043641.jpg,383,672775,252868,data/images/netta_rufina/cropped/127043641.jpg,1898.72
1100,138,127043121,Netta rufina,2014-05-01,5,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/netta_rufina/original/127043121.jpg,318,659782,270592,data/images/netta_rufina/cropped/127043121.jpg,4144.28
1101,139,127042681,Netta rufina,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,3.0,data/images/netta_rufina/original/127042681.jpg,383,672775,252868,data/images/netta_rufina/cropped/127042681.jpg,614.03
1102,140,126609251,Netta rufina,2018-11-28,11,Luzern--Ufschötti,47.0463,8.3212,4.0,data/images/netta_rufina/original/126609251.jpg,434,667066,210962,data/images/netta_rufina/cropped/126609251.jpg,273.04
1103,141,125530581,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,4.0,data/images/netta_rufina/original/125530581.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530581.jpg,986.89
1104,142,125530571,Netta rufina,2017-05-20,5,Rorschach--Hafen,47.4795,9.4925,3.0,data/images/netta_rufina/original/125530571.jpg,396,754797,260774,data/images/netta_rufina/cropped/125530571.jpg,483.06
1105,143,125526311,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/netta_rufina/original/125526311.jpg,396,731552,279384,data/images/netta_rufina/cropped/125526311.jpg,1901.52
1106,144,125526291,Netta rufina,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/netta_rufina/original/125526291.jpg,396,731552,279384,data/images/netta_rufina/cropped/125526291.jpg,732.48
1107,145,125211121,Netta rufina,2018-11-13,11,Ville de Genève (City of Geneva),46.2043,6.1429,4.0,data/images/netta_rufina/original/125211121.jpg,372,499993,117810,data/images/netta_rufina/cropped/125211121.jpg,458.5
1108,146,125211111,Netta rufina,2018-11-13,11,Ville de Genève (City of Geneva),46.2043,6.1429,5.0,data/images/netta_rufina/original/125211111.jpg,372,499993,117810,data/images/netta_rufina/cropped/125211111.jpg,508.96
1109,147,124130701,Netta rufina,2018-11-17,11,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.5,data/images/netta_rufina/original/124130701.jpg,434,665988,211495,data/images/netta_rufina/cropped/124130701.jpg,403.63
1110,148,118965581,Netta rufina,2013-06-28,6,Lake of Lucerne,47.0532,8.316,4.0,data/images/netta_rufina/original/118965581.jpg,434,666662,211725,data/images/netta_rufina/cropped/118965581.jpg,1721.68
1111,149,114926991,Netta rufina,2011-03-07,3,Staad--Speck,47.483,9.5357,4.0,data/images/netta_rufina/original/114926991.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926991.jpg,680.47
1112,150,114926981,Netta rufina,2011-03-07,3,Staad--Speck,47.483,9.5357,3.0,data/images/netta_rufina/original/114926981.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926981.jpg,851.03
1113,151,114926971,Netta rufina,2011-03-07,3,Staad--Speck,47.483,9.5357,3.0,data/images/netta_rufina/original/114926971.jpg,396,758042,261249,data/images/netta_rufina/cropped/114926971.jpg,1336.65
1115,154,114793381,Netta rufina,2008-07-02,7,Zürich Stadt (City of Zurich),47.3769,8.5414,5.0,data/images/netta_rufina/original/114793381.jpg,408,683281,247925,data/images/netta_rufina/cropped/114793381.jpg,1967.34
1116,155,114793101,Netta rufina,2008-07-02,7,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/114793101.jpg,408,683281,247925,data/images/netta_rufina/cropped/114793101.jpg,1617.17
1117,156,114713441,Netta rufina,2017-05-02,5,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/netta_rufina/original/114713441.jpg,408,683281,247925,data/images/netta_rufina/cropped/114713441.jpg,733.08
1118,158,112470021,Netta rufina,2018-08-26,8,Cudrefin Camping,46.9641,7.0278,3.0,data/images/netta_rufina/original/112470021.jpg,430,568733,201529,data/images/netta_rufina/cropped/112470021.jpg,1732.96
1119,161,111817561,Netta rufina,2018-04-17,4,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/111817561.jpg,408,683281,247925,data/images/netta_rufina/cropped/111817561.jpg,455.67
1120,162,111817421,Netta rufina,2018-04-17,4,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/netta_rufina/original/111817421.jpg,408,683281,247925,data/images/netta_rufina/cropped/111817421.jpg,628.29
1121,164,111011591,Netta rufina,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/111011591.jpg,434,665988,211495,data/images/netta_rufina/cropped/111011591.jpg,328.15
1122,165,111011581,Netta rufina,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/netta_rufina/original/111011581.jpg,434,665988,211495,data/images/netta_rufina/cropped/111011581.jpg,557.98
1123,166,107264761,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264761.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264761.jpg,656.42
1124,167,107264421,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264421.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264421.jpg,776.51
1125,168,107264411,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,4.666666666666667,data/images/netta_rufina/original/107264411.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264411.jpg,786.45
1126,169,107264391,Netta rufina,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/netta_rufina/original/107264391.jpg,434,667066,210962,data/images/netta_rufina/cropped/107264391.jpg,621.25
1127,170,106848431,Netta rufina,2018-06-24,6,Arboretum Zürich,47.3628,8.5363,3.0,data/images/netta_rufina/original/106848431.jpg,406,682918,246352,data/images/netta_rufina/cropped/106848431.jpg,5837.35
1128,172,105566671,Netta rufina,2018-06-09,6,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/105566671.jpg,372,500907,118451,data/images/netta_rufina/cropped/105566671.jpg,3181.91
1129,173,105566661,Netta rufina,2018-06-09,6,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/netta_rufina/original/105566661.jpg,372,500907,118451,data/images/netta_rufina/cropped/105566661.jpg,2439.64
1130,175,105013001,Netta rufina,2018-02-04,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/105013001.jpg,372,500907,118451,data/images/netta_rufina/cropped/105013001.jpg,1417.84
1131,176,105012981,Netta rufina,2018-02-04,2,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/netta_rufina/original/105012981.jpg,372,500907,118451,data/images/netta_rufina/cropped/105012981.jpg,3110.05
1132,180,102973181,Netta rufina,2018-05-03,5,Luzern--Inseli Park,47.0494,8.3142,3.0,data/images/netta_rufina/original/102973181.jpg,434,666530,211301,data/images/netta_rufina/cropped/102973181.jpg,814.49
1134,184,93383061,Netta rufina,2015-06-26,6,Montreux beside Lake Geneva,46.4268,6.9215,3.0,data/images/netta_rufina/original/93383061.jpg,372,560248,141849,data/images/netta_rufina/cropped/93383061.jpg,668.79
1135,185,89744511,Netta rufina,2018-03-14,3,Jona Stampf,47.2148,8.8441,4.666666666666667,data/images/netta_rufina/original/89744511.jpg,406,706462,230271,data/images/netta_rufina/cropped/89744511.jpg,521.56
1136,186,89744501,Netta rufina,2018-03-14,3,Jona Stampf,47.2148,8.8441,4.2222222222222205,data/images/netta_rufina/original/89744501.jpg,406,706462,230271,data/images/netta_rufina/cropped/89744501.jpg,535.79
1137,189,88467011,Netta rufina,2014-06-04,6,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/88467011.jpg,434,665988,211495,data/images/netta_rufina/cropped/88467011.jpg,1255.01
1138,194,87393041,Netta rufina,2018-02-25,2,Plage d'Yverdon,46.7845,6.6545,3.0,data/images/netta_rufina/original/87393041.jpg,429,540123,181781,data/images/netta_rufina/cropped/87393041.jpg,649.68
1139,195,84360031,Netta rufina,2018-01-26,1,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,3.0,data/images/netta_rufina/original/84360031.jpg,434,665988,211495,data/images/netta_rufina/cropped/84360031.jpg,280.92
1140,196,80977091,Netta rufina,2018-01-07,1,Founex,46.331,6.1921,3.0,data/images/netta_rufina/original/80977091.jpg,400,504014,131832,data/images/netta_rufina/cropped/80977091.jpg,3095.02
1141,197,80977081,Netta rufina,2018-01-07,1,Founex,46.331,6.1921,3.0,data/images/netta_rufina/original/80977081.jpg,400,504014,131832,data/images/netta_rufina/cropped/80977081.jpg,1775.11
1142,198,78899581,Netta rufina,2017-12-21,12,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/netta_rufina/original/78899581.jpg,406,704027,230873,data/images/netta_rufina/cropped/78899581.jpg,6545.06
1143,199,73532231,Netta rufina,2017-10-29,10,Barrage de Verbois,46.1929,6.0282,3.0,data/images/netta_rufina/original/73532231.jpg,347,491118,116696,data/images/netta_rufina/cropped/73532231.jpg,2598.18
1144,200,73532221,Netta rufina,2017-10-29,10,Barrage de Verbois,46.1929,6.0282,3.0,data/images/netta_rufina/original/73532221.jpg,347,491118,116696,data/images/netta_rufina/cropped/73532221.jpg,2294.8
1145,202,73009711,Netta rufina,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/73009711.jpg,372,500907,118451,data/images/netta_rufina/cropped/73009711.jpg,971.86
1146,203,73009681,Netta rufina,2017-10-25,10,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/netta_rufina/original/73009681.jpg,372,500907,118451,data/images/netta_rufina/cropped/73009681.jpg,974.49
1147,204,71685441,Netta rufina,2017-09-28,9,Lucerne,47.051,8.3071,3.0,data/images/netta_rufina/original/71685441.jpg,434,665989,211473,data/images/netta_rufina/cropped/71685441.jpg,647.14
1148,205,70813061,Netta rufina,2017-06-06,6,Geneva,46.2242,6.1511,3.0,data/images/netta_rufina/original/70813061.jpg,374,500662,120012,data/images/netta_rufina/cropped/70813061.jpg,1436.57
1149,206,70431461,Netta rufina,2017-09-30,9,Ville de Genève (City of Geneva),46.2043,6.1429,3.0,data/images/netta_rufina/original/70431461.jpg,372,499993,117810,data/images/netta_rufina/cropped/70431461.jpg,1392.61
1150,207,70084661,Netta rufina,2017-09-23,9,Konstanz--State Park Stadtgarten,47.6609,9.1782,3.5,data/images/netta_rufina/original/70084661.jpg,398,730666,280366,data/images/netta_rufina/cropped/70084661.jpg,5107.09
1151,208,68765291,Netta rufina,2016-05-16,5,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/netta_rufina/original/68765291.jpg,373,558345,137915,data/images/netta_rufina/cropped/68765291.jpg,1100.67
1152,211,67024151,Netta rufina,2014-02-23,2,Port de Portalban,46.9243,6.955,4.0,data/images/netta_rufina/original/67024151.jpg,429,563165,197137,data/images/netta_rufina/cropped/67024151.jpg,3243.88
1153,212,67024141,Netta rufina,2014-02-23,2,Port de Portalban,46.9243,6.955,4.0,data/images/netta_rufina/original/67024141.jpg,429,563165,197137,data/images/netta_rufina/cropped/67024141.jpg,1488.31
1154,213,66966321,Netta rufina,2014-10-20,10,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/netta_rufina/original/66966321.jpg,429,561135,195360,data/images/netta_rufina/cropped/66966321.jpg,539.76
1155,214,66947551,Netta rufina,2015-04-15,4,Port et Canal de Gletterens,46.9082,6.9285,4.0,data/images/netta_rufina/original/66947551.jpg,429,561135,195360,data/images/netta_rufina/cropped/66947551.jpg,1452.29
1156,215,66947541,Netta rufina,2015-04-15,4,Port et Canal de Gletterens,46.9082,6.9285,3.0,data/images/netta_rufina/original/66947541.jpg,429,561135,195360,data/images/netta_rufina/cropped/66947541.jpg,1188.28
1157,216,66821851,Netta rufina,2015-11-21,11,Estavayer-le-Lac - port,46.8521,6.8389,3.5,data/images/netta_rufina/original/66821851.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821851.jpg,471.58
1158,217,66821841,Netta rufina,2015-11-21,11,Estavayer-le-Lac - port,46.8521,6.8389,4.5,data/images/netta_rufina/original/66821841.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821841.jpg,160.39
1159,218,66821711,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,4.266666666666667,data/images/netta_rufina/original/66821711.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821711.jpg,610.65
1160,219,66821701,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,4.0,data/images/netta_rufina/original/66821701.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821701.jpg,354.41
1161,220,66821691,Netta rufina,2015-11-22,11,Estavayer-le-Lac - port,46.8521,6.8389,3.0,data/images/netta_rufina/original/66821691.jpg,429,554261,189172,data/images/netta_rufina/cropped/66821691.jpg,4360.89
1162,225,62584111,Netta rufina,2017-07-04,7,Port et bord du lac de Lutry,46.5018,6.6827,3.5,data/images/netta_rufina/original/62584111.jpg,374,541973,150335,data/images/netta_rufina/cropped/62584111.jpg,2018.09
1163,227,61690251,Netta rufina,2015-05-12,5,Unterseen,46.684,7.8508,3.5,data/images/netta_rufina/original/61690251.jpg,563,631532,170391,data/images/netta_rufina/cropped/61690251.jpg,541.98
1164,228,61223271,Netta rufina,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,3.0,data/images/netta_rufina/original/61223271.jpg,372,501302,118545,data/images/netta_rufina/cropped/61223271.jpg,2825.82
1165,229,61223241,Netta rufina,2017-06-10,6,Rade de Genève (Geneva Bay),46.2111,6.1597,4.5,data/images/netta_rufina/original/61223241.jpg,372,501302,118545,data/images/netta_rufina/cropped/61223241.jpg,3843.75
